PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
9.195446349685472,-2.993908322483521,7.723532607699865,-1.286676150717366,4.050721452395378,1.1365562668803115,-1.370024838823113,-0.9067569099199957,1.5886120331454507,-3.817248663215209,0.834491085054036,3.2588459497507225,-3.263402691627034,2.213776441212166,-1.1771426771564295,3.723553767968469,-2.4968671737744237,0.0
8.698423205483003,-2.8360190885948358,-2.1454868730457135,-7.917049248370572,-0.682571143814056,-0.27445128987091655,-5.578494738889514,0.5734075597234923,6.250223196600908,4.192123858667942,-3.7801302227359197,-4.11890289094072,-0.3958162149332466,0.7031484893212502,0.09131928831995911,0.04956041776882986,-0.6652185022731281,0.0
7.821557167766995,5.048526430061264,-3.458987612873408,-2.7453732348268525,1.1976410911737512,-1.3471506715156096,1.1999776325160565,-3.3369156463998437,-6.490521262532736,6.544754979485126,-1.894536416165552,3.7046497965313683,0.7120669635415471,2.5747714548251404,0.001591370537214587,0.12955298262765264,-1.1137350324586555,0.0
8.881158484124503,-5.675022336538561,-0.5945596993479579,6.178954844065757,6.597812392817889,-2.192567758589568,-3.715537626494249,7.22820152873725,-3.5095243435506664,-0.09526017824053476,-1.0850266371839716,-1.0842593876994728,2.0861168096804192,1.1999225056102083,1.6996727863843952,0.7180008316821535,1.7188222334512702,0.0
5.760485120892474,5.545366627982231,6.9359669378062705,-0.03808112379253708,-7.392882079041377,-9.580659673531954,-2.2593711210596275,1.6288794690184287,0.9655253203861314,0.9836296779759887,4.216155442886605,1.1248349665792938,1.2506798442654221,-1.3351665188007715,0.7189521198179202,0.962326410530929,0.5086277974832198,0.0
9.054226874845932,-8.982137507541207,-7.023463971414598,8.649028099310293,-6.777454759338755,-0.4346231956878898,-2.6498470747753133,-4.034256650672156,1.0089752740903457,-1.7268792739999033,0.11932263432477318,1.2911743723835423,-0.14891837933206287,1.9118776403266309,-1.7064125709875295,-1.9383779280192177,-0.2931082865453263,0.0
8.360624992695296,0.9525168512274345,-9.02746185095832,-4.624894873707334,0.9749203945707327,5.595889355058726,1.1159927205380966,0.29420282151283794,2.4767932547948583,-1.4834593740725044,5.433109923487316,2.0227964670673195,4.860480518559434,-1.083275938860748,0.8195008270873774,1.5418099988286846,0.4723719378592784,0.0
8.732640685900208,0.6952702162041484,5.154952012613888,-3.675173675816412,4.177109698469683,1.321308037452795,0.5889179461957234,1.7363668326700779,0.06551109332792866,0.10512318976759256,3.7548069424141577,0.5819762455856408,-1.6348401571145397,0.19793791413691383,-2.867676712738235,-5.796085930755576,0.9614510859963651,0.0
-21.454260674080054,-5.439422670483767,-6.67993585023827,-7.55808167744526,0.9709531726026519,-7.546580970987288,2.5876081255135204,1.1773412114748942,-0.6559083620230888,-4.275681820562919,-2.2260424657946607,2.1151562475066945,-0.6535243349371627,-0.14806068575674267,0.03763905285128608,-0.7333678320421845,0.15383459769057628,0.0
-19.099796740017304,-1.8791941437717052,0.7813225106549949,2.6255501364925826,0.9629034164804227,1.4226172461655,-1.420221633455229,0.05897605265327511,-1.2225325251557964,1.3262965648857719,3.6182772555916913,-2.2589800862844522,0.05280928694992504,-0.8016509584777949,3.494944619742725,-1.6371369996337881,-4.734872780874014,0.0
